Unnamed: 0,scheme_code,scheme_name,amc_name,plan_type,risk_profile,created_at,inception_date,scheme_category,scheme_subcategory,benchmark_index_code
14,151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,360 ONE Mutual Fund,Direct,Very High,2026-02-09 09:27:06.361836+00:00,02-01-2023,Equity Scheme,ELSS,NIFTY_500
15,119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:27:06.831551+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
16,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:27:07.395516+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
17,153201,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:27:07.742957+00:00,03-02-2025,Equity Scheme,ELSS,NIFTY_500
18,118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:27:08.253275+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
19,119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:27:08.778941+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
20,150159,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:27:09.148478+00:00,14-03-2022,Equity Scheme,ELSS,NIFTY_500
21,118285,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:27:09.621451+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
22,119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:27:10.455651+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
23,118620,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:27:11.067027+00:00,24-01-2013,Equity Scheme,ELSS,NIFTY_500
24,118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:27:11.587120+00:00,01-01-2013,Equity Scheme,ELSS,NIFTY_500
25,141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,Groww Mutual Fund,Direct,Very High,2026-02-09 09:27:12.080177+00:00,29-12-2017,Equity Scheme,ELSS,NIFTY_500
26,119060,HDFC ELSS Tax saver - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:27:12.618319+00:00,01-01-2013,Equity Scheme,ELSS,NIFTY_500
27,118929,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:27:13.105304+00:00,01-01-2013,Equity Scheme,ELSS,NIFTY_500
28,151078,HSBC ELSS Tax saver Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:27:13.477379+00:00,28-11-2022,Equity Scheme,ELSS,NIFTY_500
29,120079,HSBC Tax Saver Equity Fund - Growth Direct,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:27:13.983683+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
30,120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:27:14.442112+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
31,120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:27:14.923462+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
32,147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:27:15.367252+00:00,25-10-2019,Equity Scheme,ELSS,NIFTY_500
33,120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,JM Financial Mutual Fund,Direct,Very High,2026-02-09 09:27:15.847589+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
34,119773,Kotak ELSS Tax Saver Fund-Growth - Direct,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:27:16.409175+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
35,120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:27:16.893787+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
36,139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:27:17.337943+00:00,19-10-2016,Equity Scheme,ELSS,NIFTY_500
37,135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:27:17.785410+00:00,29-12-2015,Equity Scheme,ELSS,NIFTY_500
38,133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:27:18.233288+00:00,22-01-2015,Equity Scheme,ELSS,NIFTY_500
39,135654,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,Navi Mutual Fund,Direct,Very High,2026-02-09 09:27:18.671573+00:00,31-12-2015,Equity Scheme,ELSS,NIFTY_500
40,151471,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,Navi Mutual Fund,Direct,Very High,2026-02-09 09:27:19.061695+00:00,21-03-2023,Equity Scheme,ELSS,NIFTY_500
41,118803,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:27:19.551927+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
42,151611,NJ ELSS Tax Saver Scheme Direct Growth,NJ Mutual Fund,Direct,Very High,2026-02-09 09:27:19.935517+00:00,19-06-2023,Equity Scheme,ELSS,NIFTY_500
43,135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:27:20.484615+00:00,14-12-2015,Equity Scheme,ELSS,NIFTY_500
44,147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,PPFAS Mutual Fund,Direct,Very High,2026-02-09 09:27:20.983698+00:00,26-07-2019,Equity Scheme,ELSS,NIFTY_500
45,120847,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:27:21.518427+00:00,07-01-2013,Equity Scheme,ELSS,NIFTY_500
46,111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:27:22.137949+00:00,31-12-2008,Equity Scheme,ELSS,NIFTY_500
47,150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,Samco Mutual Fund,Direct,Very High,2026-02-09 09:27:22.504315+00:00,29-12-2022,Equity Scheme,ELSS,NIFTY_500
48,119723,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:27:23.021780+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
49,145819,Shriram ELSS Tax Saver Fund - Direct Growth,Shriram Mutual Fund,Direct,Very High,2026-02-09 09:27:23.439268+00:00,01-02-2019,Equity Scheme,ELSS,NIFTY_500
50,149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:27:23.815153+00:00,03-01-2022,Equity Scheme,ELSS,NIFTY_500
51,132756,Tata ELSS Fund-Growth-Direct Plan,Tata Mutual Fund,Direct,Very High,2026-02-09 09:27:24.454467+00:00,14-10-2014,Equity Scheme,ELSS,NIFTY_500
52,118866,Taurus ELSS Tax Saver Fund - Direct Plan - Growth,Taurus Mutual Fund,Direct,Very High,2026-02-09 09:27:24.990864+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
53,119307,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:27:25.710946+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
54,120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:27:26.270310+00:00,02-01-2013,Equity Scheme,ELSS,NIFTY_500
55,150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:27:26.710644+00:00,17-10-2022,Equity Scheme,ELSS,NIFTY_500
56,151796,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,360 ONE Mutual Fund,Direct,Very High,2026-02-09 09:27:27.118780+00:00,06-07-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
57,154043,Abakkus Flexi Cap Fund - Direct - Growth,Abakkus Mutual Fund,Direct,Very High,2026-02-09 09:27:27.628257+00:00,30-12-2025,Equity Scheme,Flexi Cap Fund,NIFTY_500
58,120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:27:28.175812+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
59,141925,Axis Flexi Cap Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:27:28.683932+00:00,24-11-2017,Equity Scheme,Flexi Cap Fund,NIFTY_500
60,151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:27:29.039053+00:00,16-08-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
61,118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:27:29.520577+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
62,148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:27:29.917701+00:00,01-07-2020,Equity Scheme,Flexi Cap Fund,NIFTY_500
63,150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:27:30.398303+00:00,22-08-2022,Equity Scheme,Flexi Cap Fund,NIFTY_500
64,118275,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:27:31.040561+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
65,153738,CAPITALMIND FLEXI CAP FUND DIRECT GROWTH,Capitalmind Mutual Fund,Direct,Very High,2026-02-09 09:27:31.379927+00:00,06-08-2025,Equity Scheme,Flexi Cap Fund,NIFTY_500
66,119076,DSP Flexi Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:27:31.956314+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
67,140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:27:32.460723+00:00,28-11-2016,Equity Scheme,Flexi Cap Fund,NIFTY_500
68,118535,Franklin India Flexi Cap Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:27:32.983068+00:00,01-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
69,118955,HDFC Flexi Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:27:33.504757+00:00,01-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
70,152135,Helios Flexi Cap Fund - Direct Plan - Growth Option,Helios Mutual Fund,Direct,Very High,2026-02-09 09:27:33.878116+00:00,15-11-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
71,120046,HSBC Flexi Cap Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:27:34.365135+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
72,148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:27:34.742029+00:00,19-07-2021,Equity Scheme,Flexi Cap Fund,NIFTY_500
73,149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:27:35.125565+00:00,16-02-2022,Equity Scheme,Flexi Cap Fund,NIFTY_500
74,151379,ITI Flexi Cap Fund- Direct Plan- Growth,ITI Mutual Fund,Direct,Very High,2026-02-09 09:27:35.522612+00:00,22-02-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
75,153859,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,Jio BlackRock Mutual Fund,Direct,Very High,2026-02-09 09:27:35.853288+00:00,17-10-2025,Equity Scheme,Flexi Cap Fund,NIFTY_500
76,120492,JM Flexicap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Direct,Very High,2026-02-09 09:27:36.352745+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
77,120166,Kotak Flexicap Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:27:36.974582+00:00,04-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
78,120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:27:37.484751+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
79,149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:27:37.874879+00:00,25-08-2021,Equity Scheme,Flexi Cap Fund,NIFTY_500
80,151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:27:38.237075+00:00,27-02-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
81,129046,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:27:38.710796+00:00,29-04-2014,Equity Scheme,Flexi Cap Fund,NIFTY_500
82,143793,Navi Flexi Cap Fund - Direct Plan - Growth,Navi Mutual Fund,Direct,Very High,2026-02-09 09:27:39.135720+00:00,10-07-2018,Equity Scheme,Flexi Cap Fund,NIFTY_500
83,149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:27:39.519275+00:00,18-08-2021,Equity Scheme,Flexi Cap Fund,NIFTY_500
84,151917,NJ Flexi Cap Fund - Direct Plan - Growth Option,NJ Mutual Fund,Direct,Very High,2026-02-09 09:27:39.878958+00:00,06-09-2023,Equity Scheme,Flexi Cap Fund,NIFTY_500
85,133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:27:40.348783+00:00,09-03-2015,Equity Scheme,Flexi Cap Fund,NIFTY_500
86,122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,PPFAS Mutual Fund,Direct,Very High,2026-02-09 09:27:40.812747+00:00,28-05-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
87,120843,quant Flexi Cap Fund - Growth Option-Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:27:41.657127+00:00,07-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
88,149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,Samco Mutual Fund,Direct,Very High,2026-02-09 09:27:42.121368+00:00,09-02-2022,Equity Scheme,Flexi Cap Fund,NIFTY_500
89,119718,SBI Flexicap Fund - DIRECT PLAN - Growth Option,SBI Mutual Fund,Direct,Very High,2026-02-09 09:27:42.566569+00:00,07-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
90,144905,Shriram Flexi Cap Fund - Direct Growth,Shriram Mutual Fund,Direct,Very High,2026-02-09 09:27:43.031090+00:00,08-10-2018,Equity Scheme,Flexi Cap Fund,NIFTY_500
91,150571,Sundaram Flexicap Fund Direct Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:27:43.401889+00:00,07-09-2022,Equity Scheme,Flexi Cap Fund,NIFTY_500
92,144546,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:27:43.811918+00:00,10-09-2018,Equity Scheme,Flexi Cap Fund,NIFTY_500
93,118883,Taurus Flexi Cap Fund - Direct Plan - Growth,Taurus Mutual Fund,Direct,Very High,2026-02-09 09:27:44.343085+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
94,153872,THE WEALTH COMPANY FLEXI CAP FUND - DIRECT GROWTH,The Wealth Company Mutual Fund,Direct,Very High,2026-02-09 09:27:44.675857+00:00,17-10-2025,Equity Scheme,Flexi Cap Fund,NIFTY_500
95,152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,Trust Mutual Fund,Direct,Very High,2026-02-09 09:27:45.023187+00:00,29-04-2024,Equity Scheme,Flexi Cap Fund,NIFTY_500
96,153543,Unifi Flexi Cap Fund - Direct Growth,Unifi Mutual Fund,Direct,Very High,2026-02-09 09:27:45.355989+00:00,09-06-2025,Equity Scheme,Flexi Cap Fund,NIFTY_500
97,119292,Union Flexi Cap Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:27:45.848454+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
98,120662,UTI - Flexi Cap Fund-Growth Option - Direct,UTI Mutual Fund,Direct,Very High,2026-02-09 09:27:46.394802+00:00,02-01-2013,Equity Scheme,Flexi Cap Fund,NIFTY_500
99,150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:27:46.767380+00:00,03-08-2022,Equity Scheme,Flexi Cap Fund,NIFTY_500
100,131580,360 ONE Focused Fund-Direct Plan-Growth,360 ONE Mutual Fund,Direct,Very High,2026-02-09 09:27:47.241451+00:00,31-10-2014,Equity Scheme,Focused Fund,NIFTY_500
101,119564,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:27:47.832948+00:00,02-01-2013,Equity Scheme,Focused Fund,NIFTY_500
102,120468,Axis Focused Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:27:48.294833+00:00,02-01-2013,Equity Scheme,Focused Fund,NIFTY_500
103,118421,Bandhan Focused Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:27:48.872416+00:00,02-01-2013,Equity Scheme,Focused Fund,NIFTY_500
104,150264,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:27:49.250533+00:00,14-03-2022,Equity Scheme,Focused Fund,NIFTY_500
105,148883,Canara Robeco Focused Fund - Direct Plan - Growth Option,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:27:49.681109+00:00,18-05-2021,Equity Scheme,Focused Fund,NIFTY_500
106,119096,DSP Focused Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:27:50.219176+00:00,02-01-2013,Equity Scheme,Focused Fund,NIFTY_500
107,150376,Edelweiss Focused Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:27:50.594873+00:00,03-08-2022,Equity Scheme,Focused Fund,NIFTY_500
108,118564,Franklin India Focused Equity Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:27:51.100146+00:00,01-01-2013,Equity Scheme,Focused Fund,NIFTY_500
109,118950,HDFC Focused Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:27:51.661161+00:00,01-01-2013,Equity Scheme,Focused Fund,NIFTY_500
110,148411,HSBC Focused Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:27:52.085520+00:00,29-07-2020,Equity Scheme,Focused Fund,NIFTY_500
111,120722,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:27:52.578881+00:00,10-01-2013,Equity Scheme,Focused Fund,NIFTY_500
112,148481,Invesco India Focused Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:27:52.985636+00:00,01-10-2020,Equity Scheme,Focused Fund,NIFTY_500
